"","label"
"ANKRD13B",NA
"ZNF227",NA
"RYK",NA
"FXR1",NA
"PCDH20",NA
"NT5C1B",NA
"SYNE3",NA
"CCT2",NA
"NEU1",0
"GPT2",NA
"CPEB3",NA
"MOXD1",NA
"SELENOO",NA
"TPX2",NA
"PDZD2",NA
"ALG3",NA
"TMEM132D",NA
"PPP2R1B",NA
"DONSON",NA
"FNBP1L",NA
"ADD1",NA
"ANGEL2",NA
"ARHGEF12",NA
"TXK",NA
"SEC23A",NA
"RAB11FIP1",NA
"POMGNT2",NA
"SNX25",NA
"CYP11A1",NA
"GPATCH2L",NA
"PTGS2",NA
"NUGGC",NA
"PROX1",NA
"PAN3",NA
"SALL4",NA
"RAP1GAP",NA
"TMCO4",NA
"MAP7D1",NA
"ZNF197",NA
"MGAT1",NA
"SORT1",NA
"RBMX",NA
"ELMO3",NA
"SLC27A4",NA
"DSG2",NA
"SLC27A1",NA
"SH3RF1",NA
"GLDN",NA
"TGFB1I1",NA
"TNNT2",NA
"STK4",NA
"ARHGAP17",NA
"CYP2R1",NA
"FAM126B",NA
"LHX9",NA
"SLC12A6",NA
"SPIRE2",NA
"OSMR",NA
"MED17",NA
"F9",NA
"LARP4",NA
"DEF6",NA
"CCDC22",NA
"PAN2",NA
"KBTBD7",NA
"KIDINS220",1
"DEF8",NA
"GANC",NA
"KDM4A",NA
"FIGNL1",NA
"TMEM151B",NA
"DDX1",NA
"HDAC3",NA
"DEPDC1",NA
"TMEM214",NA
"POLN",NA
"HOOK3",NA
"PCDHAC1",NA
"USP10",NA
"PHF19",NA
"AMPH",NA
"WDR46",NA
"TFAP2E",NA
"MEP1A",NA
"A1CF",NA
"SLC15A1",NA
"FLAD1",NA
"SETD3",NA
"IFFO2",NA
"RUVBL1",NA
"SPTY2D1",NA
"SMC1A",NA
"ZNF804B",NA
"OTUD7B",NA
"DCLRE1C",NA
"WDR75",NA
"EEF1D",NA
"TMEM132C",NA
"GNPAT",NA
"MICALL1",NA
"SYT16",NA
"DAZAP1",NA
"MYCBPAP",NA
"NRBP2",NA
"PPAN",NA
"TMEM245",NA
"PIDD1",NA
"DDX23",NA
"ARCN1",NA
"ROBO4",NA
"CLCA1",NA
"ESRP2",NA
"HHIPL2",NA
"CSF3R",0
"GAREM1",NA
"LINGO1",NA
"EFHB",NA
"TUBGCP2",NA
"GMDS",NA
"MLLT6",NA
"GALNT1",NA
"FEM1A",NA
"ZFC3H1",NA
"ANKRD6",NA
"GRK3",NA
"GRHL1",NA
"GRHL2",NA
"FHDC1",NA
"SRPK1",NA
"EZH2",NA
"SCFD1",NA
"PAPLN",NA
"SPAG16",NA
"DNAJC11",NA
"NUMBL",NA
"PELP1",NA
"PCDHGB4",NA
"WEE1",NA
"CDK17",NA
"ADSSL1",NA
"GABRA5",NA
"MCMBP",NA
"OBSL1",NA
"CHRNB1",NA
"ZFP28",NA
"EXO1",NA
"ATP10D",NA
"HHIPL1",NA
"NCL",NA
"RAI14",NA
"THNSL1",NA
"TRIP10",NA
"SGIP1",NA
"SAFB",NA
"SAFB2",NA
"ALDOA",NA
"IRF6",NA
"SH3BP2",NA
"PTPRD",NA
"KLHL15",NA
"ADGRE2",NA
"KIAA1755",NA
"PTPRT",NA
"TIMM44",NA
"CRISPLD2",NA
"ARMC3",NA
"RUVBL2",NA
"TMEM87A",NA
"ARPP21",NA
"ARHGEF15",NA
"SAMD4B",NA
"AIRE",NA
"MYB",NA
"PGM5",NA
"LIPG",NA
"KRT1",NA
"CSNK1G1",NA
"PKD2L2",NA
"ZNF827",NA
"LRRC41",NA
"ZNF532",NA
"CHRNA3",NA
"AXDND1",NA
"ANKLE1",NA
"CASC3",NA
"IGSF10",NA
"ZNF445",NA
"FGD3",NA
"COQ8A",NA
"KBTBD12",NA
"PRKCSH",NA
"FOCAD",NA
"INTS3",NA
"ESPNL",NA
"NOX1",NA
"DUOX1",NA
"TDRD7",NA
"NLRP14",NA
"SETD1B",NA
"WDR24",NA
"TM9SF2",NA
"TAF3",NA
"LMF2",NA
"MAP2K2",NA
"NGEF",NA
"MN1",NA
"CYP4F22",NA
"RAPSN",NA
"TGM5",NA
"NELFB",NA
"LGR4",NA
"SOGA3",NA
"CPSF6",NA
"WWOX",NA
"RXRA",NA
"RBPJL",NA
"EPS8",NA
"PSD2",NA
"SH3TC1",NA
"WIZ",NA
"CEBPZ",NA
"OAT",NA
"ARHGEF10",NA
"CCDC80",NA
"UROD",NA
"NOTUM",NA
"TPH1",NA
"NCKIPSD",NA
"ANKLE2",NA
"KCNV1",NA
"TAF1C",NA
"NLRP6",NA
"AIFM3",NA
"SFSWAP",NA
"FAM160B1",NA
"ACTC1",NA
"TBC1D14",NA
"OLFM2",NA
"TKTL1",NA
"SLC4A2",NA
"TXLNB",NA
"PCDHA3",NA
"SLCO2A1",NA
"ZNF341",NA
"CERS2",NA
"NEXN",NA
"IRX6",NA
"RBM12B",NA
"LRCH2",NA
"KLHL24",NA
"CYP27A1",NA
"CPEB4",NA
"MED16",NA
"G2E3",NA
"MITF",NA
"AK5",NA
"WNT3A",NA
"ZNF432",NA
"THAP4",NA
"NR1H4",NA
"DPY19L4",NA
"SLC44A4",NA
"RGL2",NA
"SLF2",NA
"ZFYVE28",NA
"TUBA1B",1
"PGGHG",NA
"FIGN",NA
"ARHGAP4",NA
"SLC34A2",NA
"NPNT",NA
"TAB2",NA
"HARS",NA
"NR1D2",NA
"LUZP1",NA
"C8A",NA
"ZBED9",NA
"ACTG2",NA
"PGBD3",NA
"RIN3",NA
"SLC7A4",NA
"AGAP2",NA
"ATP5F1B",NA
"PDXDC1",NA
"CORIN",NA
"USP42",NA
"HGS",NA
"SNRNP70",NA
"XPO1",1
"RASGRP4",NA
"RABEP1",NA
"F7",NA
"PHTF2",NA
"KCNJ8",NA
"PHLDB3",NA
"ARMC5",NA
"SP110",NA
"ASIC2",NA
"ARX",NA
"CCHCR1",NA
"MAP7",NA
"PRMT5",NA
"GABRG3",NA
"ZNF507",NA
"TM9SF3",NA
"PPARA",NA
"SCAPER",NA
"CCDC30",NA
"SLC7A3",NA
"DNAJC7",NA
"RABGGTA",NA
"WNT6",NA
"PCSK9",NA
"FAM20A",NA
"WNT10B",NA
"XPO5",NA
"KCNJ14",NA
"PADI2",NA
"SLITRK3",NA
"SPRED1",NA
"AP4B1",NA
"ARHGAP11A",NA
"PPARGC1B",NA
"PTPDC1",NA
"ARID1A",NA
"IFT81",NA
"GCKR",NA
"RGL1",NA
"RFWD3",NA
"UTP25",NA
"JADE1",NA
"CHDH",NA
"CCDC191",NA
"BRAT1",NA
"CAMK2B",NA
"EPB42",NA
"COL8A1",NA
"PIWIL3",NA
"SLC3A2",NA
"EVI5",NA
"ABCG8",NA
"HDC",NA
"COL4A4",NA
"EVX1",NA
"SYNPO2L",NA
"MFSD2A",NA
"ZRSR2",NA
"ATG16L1",NA
"VPS11",NA
"CEP95",NA
"HTR3A",NA
"PDCD6IP",NA
"ZNF280D",NA
"NOL8",NA
"XKR4",NA
"ASB2",NA
"INO80D",NA
"PRKN",NA
"ACOXL",NA
"TESK2",NA
"ATL1",NA
"ANKS6",NA
"ZSCAN20",NA
"PDE1A",NA
"HOOK2",NA
"SYNJ2",NA
"NOC3L",NA
"FKBP9",NA
"CDH11",NA
"WASL",NA
"GNS",NA
"HEATR4",NA
"ARHGAP19-SLIT1",NA
"SEMA6B",NA
"SEPSECS",NA
"MPP3",NA
"ISYNA1",NA
"KLHL13",NA
"MELTF",NA
"BUB1",NA
"MCF2",NA
"UFL1",NA
"PIGT",NA
"ARHGEF17",NA
"BRINP1",NA
"FRMD3",NA
"PPFIA1",NA
"FECH",NA
"FAM171A1",NA
"DAG1",NA
"SLC9C2",NA
"MIGA2",NA
"HEXB",NA
"FAH",NA
"WNT5B",NA
"RALGPS1",NA
"GRIK5",NA
"RPL4",NA
"GALNT4",NA
"PAFAH1B1",NA
"EPAS1",NA
"KCNG4",NA
"POU2F2",NA
"MMP2",NA
"ZMYND15",NA
"TUBA8",NA
"STK31",NA
"NR5A1",NA
"LMLN",NA
"DDX24",NA
"EMILIN1",NA
"ZNF14",NA
"EVI5L",NA
"FRK",NA
"EPS8L1",NA
"IDS",NA
"DDHD2",NA
"ALDH18A1",NA
"KLHL9",NA
"LHX6",NA
"ADGRF5",NA
"MAP3K4",NA
"DLL3",NA
"ZNF709",NA
"RADIL",NA
"SOAT2",NA
"SETMAR",NA
"HBP1",NA
"CCDC39",NA
"FGGY",NA
"TULP2",NA
"SLU7",NA
"SYNPO",NA
"SSH3",NA
"NPHP1",NA
"SEZ6L2",NA
"UBTF",NA
"E2F8",NA
"SEPT5",NA
"CCDC142",NA
"ANKRD50",NA
"HS6ST2",NA
"ZBTB38",NA
"STRBP",NA
"SENP1",NA
"AP5Z1",NA
"PLXNB1",NA
"ZNF512B",NA
"DDB1",NA
"WASHC5",NA
"TMEM132B",NA
"TWNK",NA
"WDR44",NA
"AMOTL2",NA
"ENOX1",NA
"TP53",NA
"CHPF",NA
"NLN",NA
"VPS4B",NA
"ACSF2",NA
"KCNA4",NA
"CTTN",NA
"AHCY",NA
"RGS6",NA
"PCDHGB2",NA
"CACNB3",NA
"VTN",NA
"PER3",NA
"ITGB7",NA
"PLCD3",NA
"MAP7D2",NA
"KLHL31",NA
"DCBLD2",NA
"PIK3R2",NA
"TUBB1",NA
"ACSS3",NA
"RUFY2",NA
"DSE",NA
"SF3A1",NA
"RXRG",NA
"ANAPC5",NA
"ALPP",NA
"KLHL11",NA
"GLI1",NA
"TUBB4B",NA
"RINT1",NA
"ERMP1",NA
"ITGBL1",NA
"GSE1",NA
"SLCO5A1",NA
"ZFR2",NA
"ZNF337",NA
"GRK6",NA
"KAT7",NA
"FGFR3",NA
"APBA1",NA
"SFMBT1",NA
"SELP",NA
"CNTROB",NA
"RSBN1L",NA
"SKIV2L",NA
"LGI3",NA
"KLC4",NA
"MIPEP",NA
"LNPEP",NA
"FGR",NA
"DLGAP5",0
"GNA12",NA
"PNKD",0
"NAGLU",NA
"USP2",NA
"TPM3",0
"RGL3",NA
"ARHGAP24",NA
"MOCOS",NA
"ANKFY1",NA
"ARHGAP32",NA
"TRIP4",NA
"NLRP2",NA
"PLK4",NA
"TAB3",NA
"NAGS",NA
"ASH2L",NA
"RPS6KC1",NA
"HTRA1",NA
"PLA2G15",NA
"LRSAM1",NA
"ADGRE1",NA
"ABCG4",NA
"EVC",NA
"BMPR1B",NA
"KLC3",NA
"PFKFB4",NA
"KLKB1",NA
"MMP9",NA
"LIPE",NA
"ADGRD1",NA
"RCBTB2",NA
"PRKAR1A",NA
"ARHGEF3",NA
"MPP4",NA
"PCDHGA3",NA
"PRX",NA
"RUFY3",1
"PABPC1",NA
"KLHL22",NA
"ARHGAP10",NA
"SUPT20H",NA
"BSCL2",NA
"OSBPL10",NA
"UBN1",NA
"PCDHGC5",NA
"CALD1",NA
"MYSM1",NA
"COL4A2",NA
"PRC1",NA
"ACTA2",NA
"NOD1",NA
"PRPF4",NA
"RPTN",NA
"GRN",0
"ANAPC1",NA
"PES1",NA
"TBC1D2B",NA
"SLC38A10",NA
"SH3PXD2B",NA
"TBC1D12",NA
"RUNX3",NA
"SUN2",NA
"ITPRID2",NA
"MBTD1",NA
"SF3A3",NA
"COG3",NA
"STOX2",NA
"COQ8B",NA
"KATNB1",NA
"PORCN",NA
"FOXRED1",NA
"SLC6A15",NA
"OAS3",NA
"POLR3E",NA
"DNAJC16",NA
"CCNF",NA
"LRCH1",NA
"TBC1D5",NA
"IRF5",NA
"SLC11A2",NA
"WBSCR16",NA
"MEP1B",NA
"SPATA31D1",NA
"SYDE2",NA
"CYBB",0
"IVD",NA
"WSCD1",NA
"GLS2",NA
"RASEF",NA
"WNT1",NA
"EXT2",NA
"ZBTB41",NA
"TUBA4A",NA
"MAP3K7",NA
"SLC5A8",NA
"CCT4",NA
"FKBP10",NA
"STIL",NA
"TELO2",NA
"CPED1",NA
"KLHL6",NA
"RFT1",NA
"FRMD6",NA
"CREB3L3",NA
"MOCS1",NA
"HDAC9",NA
"PKP2",NA
"SMO",NA
"MYOCD",NA
"D2HGDH",NA
"RPS6KA5",NA
"ADAMTS19",NA
"TRIM36",NA
"UBASH3B",NA
"NR4A1",NA
"SRP72",NA
"ZMIZ2",NA
"SUOX",NA
"FSTL5",NA
"TPTE",NA
"CHST3",NA
"ALG13",NA
"SPTLC1",NA
"DNAAF5",NA
"ACVR1",NA
"SLC2A1",NA
"LEF1",NA
"TTC7A",NA
"NPEPPS",NA
"CCDC93",NA
"GTPBP4",NA
"WDR70",NA
"GRAMD1A",NA
"CLIP3",NA
"SLC43A2",NA
"KIF14",NA
"KCNA1",NA
"ARSK",NA
"JCAD",NA
"ACVR1C",NA
"CAPN6",NA
"ZRANB1",NA
"FAM13B",NA
"L3MBTL2",NA
"LSG1",NA
"RPA1",NA
"TLE1",NA
"RNGTT",NA
"MTRR",NA
"WDR91",NA
"SLCO2B1",0
"PDZRN3",NA
"ATP7A",NA
"XRCC1",NA
"WNT5A",NA
"FMNL2",NA
"DDX10",NA
"PSEN2",NA
"GOLGA4",NA
"SELENON",NA
"ABCB7",NA
"PDE2A",NA
"VPS51",NA
"GALNT6",NA
"SLC2A13",NA
"SEMA4B",NA
"UBA1",NA
"CDH15",NA
"KIF12",NA
"SLC25A23",NA
"EFHC1",NA
"PACS2",NA
"DLGAP3",NA
"KCNJ9",NA
"KIAA0319L",NA
"GABRR1",NA
"RFX2",NA
"AMDHD2",NA
"KCNK4",NA
"RARS",NA
"TRPM8",NA
"SLC14A2",NA
"PCDHGA2",NA
"COL5A3",NA
"GMPPA",NA
"CDH9",NA
"GOLIM4",NA
"ZKSCAN2",NA
"LGR6",NA
"SLC2A4",NA
"NOC2L",NA
"HCN1",NA
"GSN",0
"IKBKE",NA
"AKAP12",NA
"SHMT2",NA
"GOLGA2",NA
"SART1",NA
"ANO3",NA
"PGR",NA
"ARSJ",NA
"TGFBR1",NA
"LGI4",NA
"TSHR",NA
"STOML2",NA
"LIG4",NA
"TMTC4",NA
"ENGASE",NA
"MCM10",NA
"ANGEL1",NA
"BAHD1",NA
"TYR",NA
"ICA1",NA
"RASGRP1",NA
"YES1",NA
"SLC5A7",NA
"G6PD",NA
"USP44",NA
"GPRASP1",NA
"TXNRD2",NA
"WDR86",NA
"FOXP4",NA
"TRMT1",NA
"IFIH1",NA
"RUNX1",NA
"PCDH18",NA
"MATK",NA
"PALD1",NA
"SPIDR",NA
"DIXDC1",NA
"AIFM1",NA
"SCAI",NA
"ALG8",NA
"IL16",NA
"LONRF1",NA
"FCHSD1",NA
"COBL",NA
"INTS5",NA
"SIX4",NA
"TDRD12",NA
"ERAP1",NA
"SLC26A11",NA
"SMARCA1",NA
"ACOT11",NA
"WDR49",NA
"SCARF2",NA
"ACSS1",NA
"ST7",NA
"ACAA1",NA
"ADAM17",NA
"VANGL1",NA
"USP6NL",NA
"DAGLA",NA
"SNX14",NA
"SMAD9",NA
"ZNF418",NA
"DQX1",NA
"FCHSD2",NA
"SOX13",NA
"SAP130",NA
"NBR1",NA
"ACADS",NA
"MCM7",NA
"SLC44A2",NA
"GLS",NA
"SNCAIP",NA
"STON1-GTF2A1L",NA
"PML",NA
"TUBA1C",NA
"SDAD1",NA
"BMP1",NA
"NPAS3",NA
"HELQ",NA
"TCF7",NA
"IRF8",0
"SPTLC3",NA
"DNAI2",NA
"BCAR3",NA
"IHH",NA
"FRMD8",NA
"SLC22A5",NA
"FARSA",0
"FZD9",NA
"EFEMP2",NA
"NLGN4X",NA
"GEMIN5",NA
"AACS",NA
"NCAPG2",NA
"SIPA1L3",NA
"NTNG2",NA
"PHC3",NA
"SLC19A1",NA
"ENTPD7",NA
"PCDHGB1",NA
"P3H2",NA
"POU2F1",NA
"ALPK1",NA
"SUGP2",NA
"GLE1",NA
"ARHGAP12",NA
"KANSL1L",NA
"AGBL3",NA
"MAN2C1",NA
"IQCH",NA
"RPRD2",NA
"ARMC8",NA
"TINAGL1",NA
"SLC12A7",NA
"PCDHA11",NA
"HIF1A",NA
"TDRD1",NA
"ZBTB10",NA
"PCDH9",NA
"SNX27",NA
"CATSPERG",NA
"TM7SF2",NA
"CERCAM",NA
"METTL13",NA
"SYNRG",NA
"MYRIP",NA
"NFS1",NA
"SPAG5",NA
"SNW1",NA
"DPF3",NA
"SLC26A10",NA
"TTLL6",NA
"HEXDC",NA
"MCM9",NA
"SMARCB1",NA
"CHST6",NA
"PHF20",NA
"CFAP58",NA
"UXS1",NA
"SLC40A1",NA
"PGM1",NA
"APBB2",NA
"VWA2",NA
"CSK",NA
"RARB",NA
"CCDC136",NA
"ARSE",NA
"MFAP1",NA
"CHRNB2",NA
"EEF2K",NA
"MARK4",NA
"ESPN",NA
"COG1",NA
"CPSF1",NA
"ADAMTS16",NA
"IMPG2",NA
"USP31",NA
"VIPAS39",NA
"TSR1",NA
"WT1",NA
"ARSD",NA
"BBS7",NA
"GNL2",NA
"NTN4",NA
"DENND4A",NA
"NSUN2",NA
"HADHB",NA
"STXBP3",NA
"POLL",NA
"SEC63",NA
"PCDHAC2",NA
"PFKFB1",NA
"SLC5A3",NA
"ACSL3",NA
"ADGRF3",NA
"USP37",NA
"STIM1",NA
"PPP2R3A",NA
"NRG2",NA
"KRT4",NA
"GTPBP2",NA
"TBCK",NA
"OSBPL9",NA
"PMFBP1",NA
"WNT10A",NA
"FH",NA
"TLE2",NA
"HAS3",NA
"BMPER",NA
"BNC2",NA
"GALNT16",NA
"HERC6",NA
"CFAP54",NA
"PKP3",NA
"SECISBP2",NA
"PPOX",NA
"FAM120B",NA
"KCNT2",NA
"TTI1",NA
"LDB3",NA
"FGD2",0
"MCC",NA
"TFR2",NA
"OTUD4",NA
"ACTR2",NA
"VPS54",NA
"ESRP1",NA
"TBX15",NA
"KCNG1",NA
"HMBOX1",NA
"PIF1",NA
"PNISR",NA
"MCM5",0
"TMEM63B",NA
"HCFC2",NA
"RPE65",NA
"MICAL3",NA
"KIAA0586",NA
"ARHGEF19",NA
"EHD4",NA
"KLHL7",NA
"PLAT",NA
"SLC4A4",NA
"R3HDM1",NA
"SCARF1",NA
"LHCGR",NA
"PRICKLE3",NA
"AOX1",NA
"KIF3A",1
"ARSF",NA
"RECQL4",NA
"GALNTL6",NA
"ZNF268",NA
"ESR2",NA
"MAP4K2",NA
"WNT2B",NA
"SRRT",NA
"ESR1",NA
"OXCT1",NA
"LPCAT1",NA
"ABHD16A",0
"HLCS",NA
"NPLOC4",NA
"KCNA5",NA
"BCO2",NA
"NOS2",NA
"RARG",NA
"WDR72",NA
"FGA",NA
"HSPH1",NA
"FAM120A",NA
"NDOR1",NA
"DPP10",NA
"MICALL2",NA
"CAMTA2",NA
"LRBA",NA
"LPCAT4",NA
"CLCN1",NA
"CPAMD8",NA
"ITIH2",NA
"LHX5",NA
"RANBP6",NA
"AAK1",NA
"DDX21",NA
"KAT2A",NA
"INTS8",NA
"PCLO",NA
"KCNG2",NA
"PPP1R21",NA
"SEMA3E",NA
"PHEX",NA
"CARS",NA
"SLC25A25",NA
"ITIH4",NA
"ESRRG",NA
"CP",NA
"AMER1",NA
"KCNA2",NA
"DCBLD1",NA
"NR2F2",NA
"COL8A2",NA
"OLFML2A",NA
"LRRK1",NA
"KIAA1324L",NA
"POLK",NA
"CCDC146",NA
"MIB2",NA
"LEPR",NA
"LARGE2",NA
"ZDHHC5",NA
"ADAMTS3",NA
"PHTF1",NA
"TRPS1",NA
"DDX31",NA
"CDH20",NA
"HSD17B4",NA
"BICC1",NA
"DGKG",NA
"COLQ",NA
"FLT1",NA
"SRC",NA
"ETFDH",NA
"ESRRB",NA
"KCTD3",NA
"ERICH3",NA
"NAA16",NA
"COG4",NA
"MARVELD3",NA
"SEL1L",NA
"MED1",NA
"RMC1",NA
"ALOX12",NA
"WAS",NA
"MGAT5B",NA
"STARD8",NA
"TBC1D10B",NA
"KDM7A",NA
"USP43",NA
"MTMR6",NA
"TRPV4",NA
"PLS1",NA
"ZDHHC8",NA
"DRC7",NA
"NAA35",NA
"SLC11A1",NA
"RAPGEF5",NA
"MECOM",NA
"CAMK2G",NA
"ALS2CL",NA
"CHSY3",NA
"SREBF1",NA
"INPP4B",NA
"COL4A1",NA
"HGFAC",NA
"PANK2",NA
"ZBTB40",NA
"SIX5",NA
"MGAT5",NA
"KIRREL1",NA
"GATA3",NA
"MAP4K5",NA
"GRIN3B",NA
"USP21",NA
"KLHL26",NA
"CPEB2",NA
"PCDHGA10",NA
"RNF216",NA
"CCDC158",NA
"DENND6A",NA
"CDH5",NA
"KCNA6",NA
"RFX6",NA
"MACO1",NA
"SAMD4A",NA
"PANK1",NA
"MTMR1",NA
"PATL1",NA
"CLPB",NA
"CAPN12",NA
"MTMR8",NA
"CNTNAP4",NA
"SLC6A6",NA
"PRPF40B",NA
"FANCM",NA
"TCOF1",NA
"CLOCK",NA
"NCKAP5L",NA
"UNKL",NA
"ZHX2",NA
"FBXL19",NA
"JAKMIP2",NA
"SLC6A18",NA
"MCM4",NA
"MAN1A2",NA
"NLRP5",NA
"ROR1",NA
"SLC7A1",NA
"GLI3",NA
"WDR63",NA
"PPP4R1",NA
"DENND1A",NA
"TRIM9",NA
"PPWD1",NA
"MAP3K3",NA
"KIAA1211",NA
"UNC5A",NA
"PRKG1",NA
"LOXL4",NA
"GRB10",NA
"PIBF1",NA
"RPGR",NA
"PCNX4",NA
"CDH1",NA
"GUCY1B1",NA
"SLC5A6",NA
"CPT1C",NA
"TUBB",0
"WDR66",NA
"STXBP2",NA
"IRF4",NA
"MRTFA",NA
"GLRA3",NA
"DHCR7",NA
"RNF145",NA
"GTF3C3",NA
"DHX33",NA
"FNIP2",NA
"ALOX15B",NA
"DKC1",NA
"DZIP3",NA
"MDGA1",NA
"MTA2",NA
"C9orf84",NA
"CD22",NA
"CCDC57",NA
"SLC9A3",NA
"UBR3",NA
"UROC1",NA
"MEI1",NA
"PLA2G4B",NA
"ADAMTS4",NA
"MUTYH",NA
"FOXJ2",NA
"VIM",NA
"VWA3A",NA
"SLC24A4",NA
"POLR3A",NA
"ANKRD36",NA
"LMX1B",NA
"FAM184B",NA
"TDRD5",NA
"SEMA3C",NA
"RTF1",NA
"ADAM9",NA
"ENPEP",NA
"RBM39",NA
"OIT3",NA
"ADAM10",NA
"CHRNE",NA
"SUV39H1",NA
"TSGA10",NA
"NGLY1",NA
"LCK",NA
"MARK3",NA
"TRPC4AP",NA
"NR2C2",NA
"ZNF831",NA
"COLGALT2",NA
"MPL",NA
"ITGA4",NA
"TPH2",NA
"CDH3",NA
"AKNA",NA
"ARHGEF28",NA
"ACTN1",NA
"NLGN1",NA
"AFF2",NA
"SIDT2",NA
"SEMA4D",NA
"ARIH2",NA
"BMP2K",NA
"NXF1",NA
"ACAD8",NA
"SLC6A20",NA
"ATF7IP",NA
"STOX1",NA
"RNF6",NA
"NOD2",NA
"CC2D1B",NA
"NPAS2",NA
"ANKRD30B",NA
"N4BP2",NA
"KIF18B",0
"ATG16L2",NA
"NR6A1",NA
"TFAP2A",NA
"TMPRSS7",NA
"RPS6KA1",NA
"GUF1",NA
"DCAF13",NA
"NR4A3",NA
"FAM83B",NA
"VPS33A",NA
"CCDC186",NA
"GALT",NA
"IGHMBP2",NA
"SPECC1",NA
"RBP3",NA
"BEST4",NA
"DDX41",NA
"MVP",NA
"DYNC1I1",NA
"PTPRN",NA
"PLEKHG4B",NA
"AK7",NA
"CLASRP",NA
"GCDH",NA
"SPTLC2",NA
"ZC3H12C",NA
"MYH7",NA
"CNKSR2",NA
"ELP3",NA
"KLHL21",NA
"TAS1R2",NA
"FAP",NA
"NISCH",NA
"THAP9",NA
"TPM1",NA
"ANPEP",NA
"ICK",NA
"LMNA",NA
"INA",1
"ELMSAN1",NA
"HEXA",NA
"ODF2",NA
"RBSN",NA
"MAML3",NA
"CDC27",NA
"ZC3H7B",NA
"PPP6R3",NA
"USP36",NA
"GNAO1",NA
"ALPI",NA
"PLEKHA4",NA
"RTL1",NA
"KCNJ3",NA
"TAS1R1",NA
"RECK",NA
"NOP56",NA
"WDR78",NA
"LATS2",NA
"KCTD7",NA
"KIAA0753",NA
"KARS",NA
"HGSNAT",NA
"ATXN2L",NA
"XYLT2",NA
"TUBG2",NA
"HYOU1",NA
"ANKAR",NA
"ZHX3",NA
"RREB1",NA
"TTC27",NA
"JMY",NA
"HSP90B1",NA
"SUN1",NA
"EML2",NA
"ECT2L",NA
"VAC14",NA
"ANO4",NA
"BTK",NA
"MTM1",NA
"PFKFB3",NA
"AP2B1",NA
"DENND2A",NA
"MAP4K3",NA
"DCHS2",NA
"PCDH7",NA
"KCNS1",NA
"SERAC1",NA
"SMOX",NA
"KLHL18",NA
"PTPRO",NA
"KCNV2",NA
"FSTL4",NA
"RHOT1",NA
"ITIH5",NA
"SH2D3C",NA
"DSG4",NA
"APPBP2",NA
"ARSA",NA
"FAM160A2",NA
"ADD2",NA
"PCDHGB6",NA
"FBLN5",NA
"MYO3A",NA
"NOX5",NA
"FZD6",NA
"LHX3",NA
"SMPD4",NA
"PRKCD",NA
"FBF1",NA
"PCDH8",NA
"PCDHGB7",NA
"PLXNA3",NA
"BICD1",NA
"DCAF6",NA
"ZNF644",NA
"SLC5A12",NA
"GATA6",NA
"DPYD",NA
"DCAF5",NA
"DDX17",NA
"ACTR1B",NA
"MROH7",NA
"ADGRL2",NA
"FXR2",NA
"HIVEP1",NA
"HACE1",NA
"ELMO1",NA
"INTS6L",NA
"KLHL2",NA
"NFE2L1",NA
"ARMCX4",NA
"KIF22",NA
"NR3C1",NA
"CACNB4",NA
"KIAA1324",NA
"ARAP2",NA
"GALNT7",NA
"SEC14L5",NA
"LONRF3",NA
"ACTR1A",NA
"INPP5E",NA
"NUP85",NA
"EFEMP1",NA
"PCIF1",NA
"TULP1",NA
"ANKRD24",NA
"URB2",NA
"KL",NA
"KLHL8",NA
"SEMA3D",NA
"ENAH",NA
"EIF4B",NA
"CIZ1",NA
"CPXM1",NA
"IGSF22",NA
"ELAC2",NA
"HSPA4",NA
"GPD2",NA
"ITGB8",NA
"USH1C",NA
"SH3PXD2A",NA
"KIF18A",NA
"GPRC6A",NA
"GNAL",NA
"GFM2",NA
"PTPRN2",NA
"SLC6A4",NA
"TOPORS",NA
"ABAT",NA
"PHF8",NA
"STARD3",NA
"ABCD3",NA
"BMPR1A",NA
"RBM5",NA
"ACVR2B",1
"RHBDF2",0
"EYA4",NA
"PIWIL2",NA
"HNF4A",NA
"PAX1",NA
"FAM20C",NA
"MCM8",NA
"ZNF318",NA
"USP38",NA
"USP53",NA
"SLC9A2",NA
"CIITA",NA
"GRIN2C",NA
"GBE1",NA
"DCT",NA
"TRAK2",NA
"IPO4",NA
"HCK",0
"PLEKHH2",NA
"PITX2",NA
"PIK3R3",NA
"SYNJ1",NA
"ANKRD35",NA
"RIPOR2",NA
"RXRB",NA
"ARHGAP31",NA
"TUBGCP5",NA
"TRPA1",NA
"ATP2B4",NA
"KIFC2",NA
"ITGAE",NA
"PPL",NA
"NOP14",NA
"GTF2IRD1",NA
"BAG6",0
"PTPRJ",NA
"TBX3",NA
"WDR48",NA
"ATXN2",NA
"TCF7L1",NA
"STK11IP",NA
"ILK",NA
"PTPRG",NA
"ITIH1",NA
"FIG4",NA
"MCTP2",NA
"KANK1",NA
"ALDH4A1",NA
"XPNPEP2",NA
"PLEKHA6",NA
"SLC9A5",NA
"TANGO6",NA
"ATP11B",NA
"TEC",NA
"MTMR10",NA
"UNC5D",NA
"MAP4K1",NA
"CTNNA1",NA
"NR2C1",NA
"SGK223",NA
"LCP1",0
"CD163",NA
"PNPLA8",NA
"PRPF31",NA
"AREL1",NA
